Watershed,River Mile,Site ID,Site Name,Sample Date,Entero. Count,Day of Rain (in.),Prior Day,2 Days Prior,3 Days Prior,Weather Station,Lab,Sample Type,Sample Order,Fluorescence,Comments ,Dilution ,QA Qualifier,,,,,
Bronx,2.96,BR-2.96,BR-SWS-11 / Bronx- River Park at 182nd Street,9/7/17 7:55,1201,0.06,0.45,0.07,0,KNYMOUNT30,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,2.96,BR-2.96,BR-SWS-11 / Bronx- River Park at 182nd Street,10/5/17 8:30,121,0,0,0,0,KNYMOUNT30,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,2.96,BR-2.96,BR-SWS-11 / Bronx- River Park at 182nd Street,5/24/18 11:07,107,0,0,0,0,KNYMOUNT30,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,2.96,BR-2.96,BR-SWS-11 / Bronx- River Park at 182nd Street,6/7/18 9:20,74,0,0,0.04,0.48,KNYMOUNT30,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,2.96,BR-2.96,BR-SWS-11 / Bronx- River Park at 182nd Street,6/21/18 9:20,74,0,0,0.04,0.48,KNYMOUNT30,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,2.96,BR-2.96,BR-SWS-11 / Bronx- River Park at 182nd Street,7/5/18 8:30,241,0,0,0.07,0,KNYMOUNT30,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,2.96,BR-2.96,BR-SWS-11 / Bronx- River Park at 182nd Street,7/19/18 8:20,452,0,0,1.24,0,KNYMOUNT30,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,2.96,BR-2.96,BR-SWS-11 / Bronx- River Park at 182nd Street,8/2/18 8:45,4611,0,0.56,0,0,KNYMOUNT30,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,2.96,BR-2.96,BR-SWS-11 / Bronx- River Park at 182nd Street,8/16/18 9:00,269,0,0,0.02,0.79,KNYMOUNT30,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,2.96,BR-2.96,BR-SWS-11 / Bronx- River Park at 182nd Street,8/30/18 8:15,199,0,0,0,0,KNYMOUNT30,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,2.96,BR-2.96,BR-SWS-11 / Bronx- River Park at 182nd Street,9/13/18 7:45,520,0.05,0.08,0.04,1.96,KNYMOUNT30,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,2.96,BR-2.96,BR-SWS-11 / Bronx- River Park at 182nd Street,9/27/18 8:00,5475,0,0.08,4.59,0,KNYMOUNT30,CURB,Watershed,Main Stem,,sediment,,,,,,,
Bronx,2.96,BR-2.96,BR-SWS-11 / Bronx- River Park at 182nd Street,10/11/18 8:00,285,0,0,0.01,0.04,KNYMOUNT30,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,5.79,BR-5.79,BR-SWS-06 / Bronx- Burke Avenue Bridge,6/15/17 10:25,96,0,0.29,0,0,KNYC,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,5.79,BR-5.79,BR-SWS-06 / Bronx- Burke Avenue Bridge,7/13/17 9:40,259,0,0,0,0,KNYNEWYO111,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,5.79,BR-5.79,BR-SWS-06 / Bronx- Burke Avenue Bridge,8/10/17 8:00,179,0,0,0,0.67,KNYNEWYO111,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,5.79,BR-5.79,BR-SWS-06 / Bronx- Burke Avenue Bridge,10/5/17 8:48,52,0,0,0,0,KNYMOUNT30,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,5.79,BR-5.79,BR-SWS-06 / Bronx- Burke Avenue Bridge,5/24/18 9:14,269,0,0,0,0,KNYMOUNT30,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,5.79,BR-5.79,BR-SWS-06 / Bronx- Burke Avenue Bridge,6/7/18 9:40,341,0,0,0.04,0.48,KNYMOUNT30,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,5.79,BR-5.79,BR-SWS-06 / Bronx- Burke Avenue Bridge,6/21/18 9:40,341,0,0,0.04,0.48,KNYMOUNT30,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,5.79,BR-5.79,BR-SWS-06 / Bronx- Burke Avenue Bridge,7/5/18 10:30,328,0,0,0.07,0,KNYMOUNT30,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,5.79,BR-5.79,BR-SWS-06 / Bronx- Burke Avenue Bridge,7/19/18 10:00,886,0,0,1.24,0,KNYMOUNT30,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,5.79,BR-5.79,BR-SWS-06 / Bronx- Burke Avenue Bridge,8/2/18 9:20,1565,0,0.56,0,0,KNYMOUNT30,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,5.79,BR-5.79,BR-SWS-06 / Bronx- Burke Avenue Bridge,8/16/18 9:13,364,0,0,0.02,0.79,KNYMOUNT30,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,5.79,BR-5.79,BR-SWS-06 / Bronx- Burke Avenue Bridge,8/30/18 8:25,565,0,0,0,0,KNYC,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,5.79,BR-5.79,BR-SWS-06 / Bronx- Burke Avenue Bridge,9/27/18 10:10,3609,0,0.08,4.59,0,KNYMOUNT30,CURB,Watershed,Main Stem,,sediment,,,,,,,
Bronx,5.79,BR-5.79,BR-SWS-06 / Bronx- Burke Avenue Bridge,10/11/18 10:35,146,0,0,0.01,0.04,KNYMOUNT30,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,7.98,BR-7.98,BR-SWS-02 / Yonkers- Bronx R Pkwy between McLean & Wakefield Aves,6/15/17 11:05,74,0,0.29,0,0,KNYC,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,7.98,BR-7.98,BR-SWS-02 / Yonkers- Bronx R Pkwy between McLean & Wakefield Aves,7/13/17 11:15,183,0,0.04,0,0,KNYYONKE22,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,7.98,BR-7.98,BR-SWS-02 / Yonkers- Bronx R Pkwy between McLean & Wakefield Aves,8/10/17 9:40,97,0,0,0,0.79,KNYYONKE22,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,7.98,BR-7.98,BR-SWS-02 / Yonkers- Bronx R Pkwy between McLean & Wakefield Aves,9/7/17 8:42,1576,0,0.14,0.11,0,KNYYONKE22,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,7.98,BR-7.98,BR-SWS-02 / Yonkers- Bronx R Pkwy between McLean & Wakefield Aves,5/24/18 9:45,169,0,0,0,0,KNYYONKE22,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,7.98,BR-7.98,BR-SWS-02 / Yonkers- Bronx R Pkwy between McLean & Wakefield Aves,6/7/18 10:53,279,0,0,0.01,0.47,KNYYONKE22,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,7.98,BR-7.98,BR-SWS-02 / Yonkers- Bronx R Pkwy between McLean & Wakefield Aves,6/21/18 10:53,279,0,0,0.01,0.47,KNYYONKE22,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,7.98,BR-7.98,BR-SWS-02 / Yonkers- Bronx R Pkwy between McLean & Wakefield Aves,7/5/18 10:32,285,0,0,0.04,0,KNYYONKE22,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,7.98,BR-7.98,BR-SWS-02 / Yonkers- Bronx R Pkwy between McLean & Wakefield Aves,8/2/18 11:16,722,0,0.64,0,0,KNYYONKE22,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,7.98,BR-7.98,BR-SWS-02 / Yonkers- Bronx R Pkwy between McLean & Wakefield Aves,8/16/18 10:05,397,0,0,0.01,0.86,KNYYONKE22,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,7.98,BR-7.98,BR-SWS-02 / Yonkers- Bronx R Pkwy between McLean & Wakefield Aves,8/30/18 10:05,961,0,0,0,0,KNYYONKE22,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,7.98,BR-7.98,BR-SWS-02 / Yonkers- Bronx R Pkwy between McLean & Wakefield Aves,9/27/18 10:41,6867,0,0.09,4.63,0,KNYYONKE22,CURB,Watershed,Main Stem,,sediment,,,,,,,
Bronx,7.99,BR-7.99,BR-SWS-21 / Yonkers- Muskrat Cove outfall,6/15/17 11:30,51,0,0.29,0,0,KNYC,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,7.99,BR-7.99,BR-SWS-21 / Yonkers- Muskrat Cove outfall,7/13/17 11:40,160,0,0.04,0,0,KNYYONKE22,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,7.99,BR-7.99,BR-SWS-21 / Yonkers- Muskrat Cove outfall,8/10/17 10:05,131,0,0,0,0.79,KNYYONKE22,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,7.99,BR-7.99,BR-SWS-21 / Yonkers- Muskrat Cove outfall,9/7/17 9:02,266,0.01,0.42,0,0,KNYC,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,7.99,BR-7.99,BR-SWS-21 / Yonkers- Muskrat Cove outfall,10/5/17 10:05,4352,0,0,0,0,KNYYONKE22,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,7.99,BR-7.99,BR-SWS-21 / Yonkers- Muskrat Cove outfall,5/24/18 9:55,677,0,0,0,0,KNYYONKE22,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,7.99,BR-7.99,BR-SWS-21 / Yonkers- Muskrat Cove outfall,6/7/18 11:01,1450,0,0,0.01,0.47,KNYYONKE22,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,7.99,BR-7.99,BR-SWS-21 / Yonkers- Muskrat Cove outfall,6/21/18 11:01,1450,0,0,0.01,0.47,KNYYONKE22,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,7.99,BR-7.99,BR-SWS-21 / Yonkers- Muskrat Cove outfall,7/5/18 10:55,1014,0,0,0.04,0,KNYYONKE22,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,7.99,BR-7.99,BR-SWS-21 / Yonkers- Muskrat Cove outfall,8/2/18 11:05,246,0,0.64,0,0,KNYYONKE22,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,7.99,BR-7.99,BR-SWS-21 / Yonkers- Muskrat Cove outfall,8/16/18 10:10,6488,0,0,0.01,0.86,KNYYONKE22,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,7.99,BR-7.99,BR-SWS-21 / Yonkers- Muskrat Cove outfall,8/30/18 10:00,3873,0,0,0,0,KNYYONKE22,CURB,Watershed,Main Stem,,sediment in sample,,,,,,,
Bronx,7.99,BR-7.99,BR-SWS-21 / Yonkers- Muskrat Cove outfall,9/27/18 10:54,4106,0,0.09,4.63,0,KNYYONKE22,CURB,Watershed,Main Stem,,sediment,,,,,,,
Bronx,11.05,BR-SB-0.30,BR-GS 1 / Sprain Brook at Palmer and Millard Ave,5/18/17 10:00,131,0,0,0,0,KNYNEWYO692,CURB,Watershed,Tributary,,,,,,,,,
Bronx,11.05,BR-SB-0.30,BR-GS 1 / Sprain Brook at Palmer and Millard Ave,6/15/17 10:05,473,0,0.29,0,0,KNYC,CURB,Watershed,Tributary,,,,,,,,,
Bronx,11.05,BR-SB-0.30,BR-GS 1 / Sprain Brook at Palmer and Millard Ave,7/13/17 10:00,959,0,0.21,0.24,0.02,KNYMOUNT30,CURB,Watershed,Tributary,,,,,,,,,
Bronx,11.05,BR-SB-0.30,BR-GS 1 / Sprain Brook at Palmer and Millard Ave,8/10/17 9:40,3130,0,0,0,0.7,KNYMOUNT30,CURB,Watershed,Tributary,,,,,,,,,
Bronx,11.05,BR-SB-0.30,BR-GS 1 / Sprain Brook at Palmer and Millard Ave,9/7/17 9:25,4884,0.06,0.45,0.07,0,KNYMOUNT30,CURB,Watershed,Tributary,,,,,,,,,
Bronx,11.05,BR-SB-0.30,BR-GS 1 / Sprain Brook at Palmer and Millard Ave,10/5/17 10:06,504,0,0,0,0,KNYMOUNT30,CURB,Watershed,Tributary,,,,,,,,,
Bronx,11.05,BR-SB-0.30,BR-GS 1 / Sprain Brook at Palmer and Millard Ave,5/24/18 9:03,602,0,0,0,0,KNYMOUNT30,CURB,Watershed,Tributary,,,,,,,,,
Bronx,11.05,BR-SB-0.30,BR-GS 1 / Sprain Brook at Palmer and Millard Ave,7/5/18 6:35,1169,0,0,0.07,0,KNYMOUNT30,CURB,Watershed,Tributary,,,,,,,,,
Bronx,11.05,BR-SB-0.30,BR-GS 1 / Sprain Brook at Palmer and Millard Ave,7/19/18 11:00,1553,0,0,1.24,0,KNYMOUNT30,CURB,Watershed,Tributary,,,,,,,,,
Bronx,11.05,BR-SB-0.30,BR-GS 1 / Sprain Brook at Palmer and Millard Ave,8/2/18 9:30,8664,0,0.56,0,0,KNYMOUNT30,CURB,Watershed,Tributary,,,,,,,,,
Bronx,11.05,BR-SB-0.30,BR-GS 1 / Sprain Brook at Palmer and Millard Ave,8/16/18 9:40,862,0,0,0.02,0.79,KNYMOUNT30,CURB,Watershed,Tributary,,,,,,,,,
Bronx,11.05,BR-SB-0.30,BR-GS 1 / Sprain Brook at Palmer and Millard Ave,8/30/18 6:40,933,0,0,0,0,KNYMOUNT30,CURB,Watershed,Tributary,,sediment in sample ,,,,,,,
Bronx,11.05,BR-SB-0.30,BR-GS 1 / Sprain Brook at Palmer and Millard Ave,9/13/18 10:25,712,0.05,0.08,0.04,1.96,KNYMOUNT30,CURB,Watershed,Tributary,,,,,,,,,
Bronx,11.05,BR-SB-0.30,BR-GS 1 / Sprain Brook at Palmer and Millard Ave,9/27/18 9:15,1541,0,0.08,4.59,0,KNYMOUNT30,CURB,Watershed,Tributary,,sediment ,,,,,,,
Bronx,11.05,BR-SB-0.30,BR-GS 1 / Sprain Brook at Palmer and Millard Ave,10/11/18 9:35,717,0,0,0.01,0.04,KNYMOUNT30,CURB,Watershed,Tributary,,,,,,,,,
Bronx,11.08,BR-11.08,BR-WC 3 / Bronxville- Near Grassy Sprain Brook confluence,5/18/17 10:25,85,0,0,0,0,KNYNEWYO692,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,11.08,BR-11.08,BR-WC 3 / Bronxville- Near Grassy Sprain Brook confluence,6/15/17 10:45,52,0,0.29,0,0,KNYC,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,11.08,BR-11.08,BR-WC 3 / Bronxville- Near Grassy Sprain Brook confluence,7/13/17 10:20,175,0,0.21,0.24,0.02,KNYMOUNT30,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,11.08,BR-11.08,BR-WC 3 / Bronxville- Near Grassy Sprain Brook confluence,8/10/17 10:10,41,0,0,0,0.7,KNYMOUNT30,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,11.08,BR-11.08,BR-WC 3 / Bronxville- Near Grassy Sprain Brook confluence,9/7/17 9:50,504,0.06,0.45,0.07,0,KNYMOUNT30,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,11.08,BR-11.08,BR-WC 3 / Bronxville- Near Grassy Sprain Brook confluence,10/5/17 10:45,41,0,0,0,0,KNYMOUNT30,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,11.08,BR-11.08,BR-WC 3 / Bronxville- Near Grassy Sprain Brook confluence,5/24/18 9:35,122,0,0,0,0,KNYMOUNT30,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,11.08,BR-11.08,BR-WC 3 / Bronxville- Near Grassy Sprain Brook confluence,6/7/18 6:32,738,0,0,0.04,0.48,KNYMOUNT30,CURB,Watershed,Main Stem,,,,HT,,,,,
Bronx,11.08,BR-11.08,BR-WC 3 / Bronxville- Near Grassy Sprain Brook confluence,6/21/18 6:32,738,0,0,0.04,0.48,KNYMOUNT30,CURB,Watershed,Main Stem,,,,HT,,,,,
Bronx,11.08,BR-11.08,BR-WC 3 / Bronxville- Near Grassy Sprain Brook confluence,7/5/18 6:45,6488,0,0,0.07,0,KNYMOUNT30,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,11.08,BR-11.08,BR-WC 3 / Bronxville- Near Grassy Sprain Brook confluence,7/19/18 11:25,520,0,0,1.24,0,KNYMOUNT30,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,11.08,BR-11.08,BR-WC 3 / Bronxville- Near Grassy Sprain Brook confluence,8/2/18 9:35,2489,0,0.56,0,0,KNYMOUNT30,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,11.08,BR-11.08,BR-WC 3 / Bronxville- Near Grassy Sprain Brook confluence,8/16/18 10:02,275,0,0,0.02,0.79,KNYMOUNT30,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,11.08,BR-11.08,BR-WC 3 / Bronxville- Near Grassy Sprain Brook confluence,8/30/18 6:55,336,0,0,0,0,KNYMOUNT30,CURB,Watershed,Main Stem,,Visible geese feces at sight ,,,,,,,
Bronx,11.08,BR-11.08,BR-WC 3 / Bronxville- Near Grassy Sprain Brook confluence,9/13/18 10:55,287,0.05,0.08,0.04,1.96,KNYMOUNT30,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,11.08,BR-11.08,BR-WC 3 / Bronxville- Near Grassy Sprain Brook confluence,9/27/18 10:02,5794,0,0.08,4.59,0,KNYMOUNT30,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,11.08,BR-11.08,BR-WC 3 / Bronxville- Near Grassy Sprain Brook confluence,10/11/18 9:58,183,0,0,0.01,0.04,KNYMOUNT30,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,13.71,BR-13.71,BR-WC 4 / Eastchester- Bronx River Parkway at Leewood Drive,5/18/17 8:35,241,0,0,0,0,KNYNEWYO692,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,13.71,BR-13.71,BR-WC 4 / Eastchester- Bronx River Parkway at Leewood Drive,6/15/17 9:30,1169,0,0.29,0,0,KNYC,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,13.71,BR-13.71,BR-WC 4 / Eastchester- Bronx River Parkway at Leewood Drive,7/13/17 14:22,253,0,0.21,0.24,0.02,KNYMOUNT30,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,13.71,BR-13.71,BR-WC 4 / Eastchester- Bronx River Parkway at Leewood Drive,8/10/17 9:04,110,0,0,0,0.7,KNYMOUNT30,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,13.71,BR-13.71,BR-WC 4 / Eastchester- Bronx River Parkway at Leewood Drive,9/7/17 13:21,183,0.06,0.45,0.07,0,KNYMOUNT30,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,13.71,BR-13.71,BR-WC 4 / Eastchester- Bronx River Parkway at Leewood Drive,10/5/17 9:45,73,0,0,0,0,KNYMOUNT30,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,13.71,BR-13.71,BR-WC 4 / Eastchester- Bronx River Parkway at Leewood Drive,5/24/18 10:48,452,0,0,0,0,KNYMOUNT30,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,13.71,BR-13.71,BR-WC 4 / Eastchester- Bronx River Parkway at Leewood Drive,6/7/18 8:25,638,0,0,0.04,0.48,KNYMOUNT30,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,13.71,BR-13.71,BR-WC 4 / Eastchester- Bronx River Parkway at Leewood Drive,6/21/18 8:25,638,0,0,0.04,0.48,KNYMOUNT30,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,13.71,BR-13.71,BR-WC 4 / Eastchester- Bronx River Parkway at Leewood Drive,7/5/18 9:30,341,0,0,0.07,0,KNYMOUNT30,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,13.71,BR-13.71,BR-WC 4 / Eastchester- Bronx River Parkway at Leewood Drive,7/19/18 8:50,1376,0,0,1.24,0,KNYMOUNT30,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,13.71,BR-13.71,BR-WC 4 / Eastchester- Bronx River Parkway at Leewood Drive,8/2/18 9:40,323,0,0.56,0,0,KNYMOUNT30,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,13.71,BR-13.71,BR-WC 4 / Eastchester- Bronx River Parkway at Leewood Drive,8/16/18 9:00,301,0,0,0.02,0.79,KNYMOUNT30,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,13.71,BR-13.71,BR-WC 4 / Eastchester- Bronx River Parkway at Leewood Drive,8/30/18 10:00,272,0,0,0,0,KNYMOUNT30,CURB,Watershed,Main Stem,,sediment in sample ,,,,,,,
Bronx,17.15,BR-17.15,BR-WC 6 / Greenburgh- Greenacres Avenue,5/18/17 9:00,181,0,0,0,0,KNYNEWYO692,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,17.15,BR-17.15,BR-WC 6 / Greenburgh- Greenacres Avenue,6/15/17 12:33,62,0,0.29,0,0,KNYC,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,17.15,BR-17.15,BR-WC 6 / Greenburgh- Greenacres Avenue,8/10/17 11:00,75,0,0,0,0.58,KNYNEWYO538,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,17.15,BR-17.15,BR-WC 6 / Greenburgh- Greenacres Avenue,9/7/17 9:00,820,0.09,0.52,0.04,0.01,KNYNEWYO538,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,17.15,BR-17.15,BR-WC 6 / Greenburgh- Greenacres Avenue,10/5/17 9:50,62,0,0,0,0,KNYNEWYO538,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,17.15,BR-17.15,BR-WC 6 / Greenburgh- Greenacres Avenue,5/24/18 8:47,759,0,0,0,0,KNYNEWYO538,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,17.15,BR-17.15,BR-WC 6 / Greenburgh- Greenacres Avenue,6/7/18 13:10,402,0,0,0.02,0.46,KNYNEWYO538,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,17.15,BR-17.15,BR-WC 6 / Greenburgh- Greenacres Avenue,6/21/18 13:10,402,0,0,0.02,0.46,KNYNEWYO538,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,17.15,BR-17.15,BR-WC 6 / Greenburgh- Greenacres Avenue,7/5/18 8:10,388,0,0.01,0.02,0,KNYNEWYO538,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,17.15,BR-17.15,BR-WC 6 / Greenburgh- Greenacres Avenue,7/19/18 9:25,1439,0,0,0.66,0,KNYNEWYO538,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,17.15,BR-17.15,BR-WC 6 / Greenburgh- Greenacres Avenue,8/2/18 9:08,2046,0,0.15,0,0,KNYNEWYO538,CURB,Watershed,Main Stem,,Site smelled of sewage ,,,,,,,
Bronx,17.15,BR-17.15,BR-WC 6 / Greenburgh- Greenacres Avenue,8/16/18 9:00,813,0,0,0,0.67,KNYNEWYO538,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,17.15,BR-17.15,BR-WC 6 / Greenburgh- Greenacres Avenue,8/30/18 9:10,128,0,0,0,0,KNYNEWYO538,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,17.15,BR-17.15,BR-WC 6 / Greenburgh- Greenacres Avenue,9/13/18 6:33,2178,0.02,0.02,0.02,1.18,KNYNEWYO538,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,19.13,BR-19.13,BR-WC 7 / White Plains- Westchester County Center,5/18/17 6:15,228,0,0,0,0,KNYNEWYO692,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,19.13,BR-19.13,BR-WC 7 / White Plains- Westchester County Center,6/15/17 10:30,262,0,0.29,0,0,KNYC,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,19.13,BR-19.13,BR-WC 7 / White Plains- Westchester County Center,8/10/17 8:15,520,0,0,0,0.58,KNYNEWYO538,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,19.13,BR-19.13,BR-WC 7 / White Plains- Westchester County Center,9/7/17 7:35,3130,0.09,0.52,0.04,0.01,KNYNEWYO538,CURB,Watershed,Main Stem,,,,HT,,,,,
Bronx,19.13,BR-19.13,BR-WC 7 / White Plains- Westchester County Center,10/5/17 8:25,131,0,0,0,0,KNYNEWYO538,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,19.13,BR-19.13,BR-WC 7 / White Plains- Westchester County Center,5/24/18 10:00,292,0,0,0,0,KNYNEWYO538,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,19.13,BR-19.13,BR-WC 7 / White Plains- Westchester County Center,6/7/18 7:50,489,0,0,0.02,0.46,KNYNEWYO538,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,19.13,BR-19.13,BR-WC 7 / White Plains- Westchester County Center,6/21/18 7:50,489,0,0,0.02,0.46,KNYNEWYO538,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,19.13,BR-19.13,BR-WC 7 / White Plains- Westchester County Center,7/5/18 8:40,1317,0,0.01,0.02,0,KNYNEWYO538,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,19.13,BR-19.13,BR-WC 7 / White Plains- Westchester County Center,7/19/18 8:55,1515,0,0,0.66,0,KNYNEWYO538,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,19.13,BR-19.13,BR-WC 7 / White Plains- Westchester County Center,8/2/18 8:45,1918,0,0.15,0,0,KNYNEWYO538,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,19.13,BR-19.13,BR-WC 7 / White Plains- Westchester County Center,8/30/18 8:40,388,0,0,0,0,KNYNEWYO538,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,19.13,BR-19.13,BR-WC 7 / White Plains- Westchester County Center,9/13/18 7:05,17329,0.02,0.02,0.02,1.18,KNYNEWYO538,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,19.13,BR-19.13,BR-WC 7 / White Plains- Westchester County Center,9/27/18 10:30,10462,0,0.2,4.62,0,KNYNEWYO538,CURB,Watershed,Main Stem,,sediment ,,,,,,,
Bronx,19.13,BR-19.13,BR-WC 7 / White Plains- Westchester County Center,10/11/18 10:05,422,0,0,0.02,0.04,KNYNEWYO538,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,21.47,BR-21.47,BR-WC 8 / Mount Pleasant- S Kensico Ave at Pat Henry Field,5/18/17 8:00,130,0,0,0,0,KNYNEWYO692,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,21.47,BR-21.47,BR-WC 8 / Mount Pleasant- S Kensico Ave at Pat Henry Field,6/15/17 11:53,435,0,0.29,0,0,KNYC,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,21.47,BR-21.47,BR-WC 8 / Mount Pleasant- S Kensico Ave at Pat Henry Field,8/10/17 9:00,1160,0,0,0,0,KNYVALHA3,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,21.47,BR-21.47,BR-WC 8 / Mount Pleasant- S Kensico Ave at Pat Henry Field,9/7/17 8:25,5012,0.09,0.46,0.01,0.01,KNYWHITE16,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,21.47,BR-21.47,BR-WC 8 / Mount Pleasant- S Kensico Ave at Pat Henry Field,10/5/17 9:25,146,0,0,0,0,KNYWHITE16,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,21.47,BR-21.47,BR-WC 8 / Mount Pleasant- S Kensico Ave at Pat Henry Field,5/24/18 8:27,259,0,0,0,0,KNYWHITE16,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,21.47,BR-21.47,BR-WC 8 / Mount Pleasant- S Kensico Ave at Pat Henry Field,6/7/18 7:00,763,0,0,0.18,0.45,KNYVALHA3,CURB,Watershed,Main Stem,,,,,,,,,
Bronx,21.47,BR-21.47,BR-WC 8 / Mount Pleasant- S Kensico Ave at Pat Henry Field,6/21/18 7:00,763,0,0,0.18,0.45,KNYVALHA3,CURB,Watershed,Main Stem,,,,,,,,,
